Timestamp,L_1,L_2,A_1,A_2,B_1,B_2,C_1,C_2,A_3,A_4,B_3,B_4,C_3,C_4,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,A_5,B_5,C_5
28,-96.78056188291738,-54.08226668740579,-50.05716898256583,-57.241198460338,-55.617254694290416,-56.87868851326746,-55.56609527220151,-57.03519234195172,-64.50337287753155,-75.70372700021285,-70.20038784493931,-73.68300328816636,-73.86582347995012,-62.407729051404885,-97.89887353909062,-97.47829331499159,-74.83711525665838,-81.48979374157875,-93.38277238808361,-23.764645305426768,-97.29709209731182,-67.31236765772603,-100.0,-100.0,-100.0
29,-96.78056188291738,-54.62905429917136,-50.05716898256583,-57.188749745610146,-55.59016727239975,-57.16721311686478,-55.66095264874834,-57.100727440022375,-64.34829805456903,-76.33275672186518,-70.95992242968829,-77.39888370512352,-73.86582347995012,-62.407729051404885,-97.89887353909062,-97.47829331499159,-74.83711525665838,-81.48979374157875,-93.368511123144,-22.5337968479028,-97.29709209731182,-64.37926437643819,-100.0,-100.0,-100.0
30,-96.78056188291738,-55.262830868606976,-50.087659108266095,-57.21497411371556,-55.563079828319076,-57.15409835336559,-55.68805475316143,-57.022085335222314,-64.34829805456903,-72.30696650329031,-70.95992242968829,-77.10834161692956,-73.86582347995012,-62.407729051404885,-97.89887353909062,-97.47829331499159,-74.83711525665838,-81.48979374157875,-93.368511123144,-26.916441365530144,-97.29709209731182,-64.37926437643819,-100.0,-100.0,-100.0
31,-96.78056188291738,-52.280352930721854,-50.13339430930525,-57.09696452169015,-55.576623550359415,-56.87868851326746,-55.5931973766146,-57.12694147495573,-67.88400403132643,-77.18194684673993,-74.01422107201256,-75.426255829857,-73.86582347995012,-62.407729051404885,-97.89887353909062,-97.47829331499159,-74.83711525665838,-81.48979374157875,-94.01026811084998,-29.810737746922136,-97.29709209731182,-60.85012939528115,-100.0,-100.0,-100.0
32,-96.78056188291738,-50.59028209925362,-50.01143380650417,-57.241198460338,-55.617254694290416,-56.865573771255484,-55.620299481027686,-57.00897830701837,-67.88400403132643,-76.94606069951,-74.01422107201256,-77.88821775208969,-76.56035193849004,-62.407729051404885,-97.89887353909062,-97.47829331499159,-74.83711525665838,-81.48979374157875,-90.5305191080923,-39.99227501846454,-97.29709209731182,-66.08893419827687,-100.0,-100.0,-100.0
33,-96.78056188291738,-52.61588168600889,-50.102904183604984,-56.88716972722771,-55.64434211618108,-57.11475410584243,-55.552544208893934,-57.022085335222314,-67.88400403132643,-72.92027048093513,-74.01422107201256,-73.22425261850921,-76.56035193849004,-62.407729051404885,-97.89887353909062,-97.47829331499159,-74.83711525665838,-81.48979374157875,-91.54306902394957,-47.0014162552354,-97.29709209731182,-66.27715473643022,-100.0,-100.0,-100.0
34,-96.78056188291738,-52.61588168600889,-50.087659108266095,-56.95273060452528,-55.617254694290416,-56.85245900775629,-55.52544210448085,-57.11383444675178,-67.88400403132643,-77.46501022083936,-74.01422107201256,-73.95825368895848,-76.56035193849004,-62.407729051404885,-97.89887353909062,-97.47829331499159,-46.8883397030603,-81.48979374157875,-95.49343981644546,-51.605510500334645,-97.29709209731182,-63.422476655816084,-100.0,-100.0,-100.0
35,-96.78056188291738,-50.36659624882222,-50.13339430930525,-57.01829148182285,-55.60371097225007,-56.87868851326746,-55.53899316778842,-57.100727440022375,-67.88400403132643,-77.00896367296349,-74.01422107201256,-76.81779952623023,-76.56035193849004,-62.407729051404885,-97.89887353909062,-97.47829331499159,-46.8883397030603,-81.48979374157875,-96.30633200118457,-41.66602292586967,-97.29709209731182,-62.450003931036974,-100.0,-100.0,-100.0
36,-96.78056188291738,-52.4916117872004,-49.93520847976473,-57.22808627628528,-55.617254694290416,-56.97049179330017,-55.60674841772012,-57.07451340508902,-67.88400403132643,-76.30130523642669,-74.01422107201256,-74.79929658124207,-76.56035193849004,-62.407729051404885,-97.89887353909062,-97.47829331499159,-46.8883397030603,-81.48979374157875,-95.94980034124407,-49.164413548985806,-97.29709209731182,-56.75633282536248,-100.0,-100.0,-100.0
37,-96.78056188291738,-50.4163042042736,-50.102904183604984,-56.87405756465799,-55.617254694290416,-57.11475410584243,-55.674503689853864,-57.06140637688508,-67.88400403132643,-73.58075169060245,-74.01422107201256,-77.09304992702235,-74.22326093007186,-62.407729051404885,-97.89887353909062,-97.47829331499159,-46.8883397030603,-81.48979374157875,-96.32059326775976,-46.52246685664609,-97.29709209731182,-56.75633282536248,-100.0,-100.0,-100.0
38,-89.50645406270621,-51.721138304643354,-49.996188731165276,-56.913394095333125,-55.63079839414074,-57.0491803313209,33.24750999233095,7.333377018846093,-67.88400403132643,-77.40210724996237,-74.01422107201256,-75.82383974239067,-13.871322509847502,-28.061224487436625,-97.89887353909062,-90.10947377981404,3.811877471722241,-81.48979374157875,-84.1985168276799,-25.304493380441986,-89.90205755062655,-8.744412211101448,-100.0,-100.0,6.09129907315517
39,-89.50645406270621,-57.08959861319664,-50.072414057904716,-57.13630105236528,-55.64434211618108,-56.865573771255484,33.179754720197195,7.35959105377944,-67.88400403132643,-73.31341405793403,-74.01422107201256,-74.93692178289082,-16.55210338012951,-28.658271818091805,-97.89887353909062,-90.10947377981404,20.152774654977662,-81.48979374157875,-89.03308613755722,-31.891335146218733,-89.90205755062655,8.80715238705946,-100.0,-100.0,53.84615377917717
40,-89.50645406270621,-50.45358518613219,-50.102904183604984,-57.07074017506771,5.437800504848482,-14.045901630132235,33.19330578350477,7.333377018846093,-67.88400403132643,-75.87671017398931,-17.501616037349265,-50.0114687699358,-16.304646687876414,-28.658271818091805,-97.89887353909062,-89.85277309835757,20.047929300346667,-81.48979374157875,-85.85282372890657,-43.56637055124958,-89.90205755062655,7.866049721991132,-100.0,-45.86680014555543,53.84615377917717
41,-89.3697798020857,-55.772337518874025,-50.087659108266095,-56.913394095333125,10.923004003553146,-14.006557382609088,33.27461209674402,7.333377018846093,-67.88400403132643,-73.92671803557886,-33.51648351185731,-50.0114687699358,-20.48391531570178,-28.679982627852013,-97.89887353909062,-90.0037734980501,49.49449561615796,-81.48979374157875,-85.2823730729083,-26.28814215122942,-89.90205755062655,39.45572896701131,-100.0,33.3333333261875,53.84615377917717
42,-89.3697798020857,-57.98434199456217,-50.11814923396636,-56.847833218035554,10.99072256937481,-14.045901630132235,33.26106105563849,7.3464840470500405,-67.88400403132643,-73.10897939871909,-30.009696183056107,-49.73621837164907,-18.737970865905325,-28.41945289294393,-97.89887353909062,-90.0037734980501,49.49449561615796,-81.48979374157875,-87.50713063246981,-28.456289440545362,-89.90205755062655,38.60873658386885,-100.0,33.3333333261875,53.84615377917717
43,-88.12452543666633,-49.90679755400655,24.963792983536393,-14.0365829636457,10.936547703403463,-14.032786888120256,33.3152652644647,7.372698081983401,-16.833372101690138,-51.04576191659483,-33.54880412910487,-52.09113845701509,-21.92741270219424,-31.393834132446933,-97.89887353909062,-88.690070016272,50.49801540750343,-81.48979374157875,-82.11637193387038,-34.04918244862248,-88.59615822581318,41.855540744946666,-18.05603669813253,33.3333333261875,53.84615377917717
44,-88.12452543666633,-52.330060886173236,24.872322581458064,-13.971022086348128,10.950091425443816,-14.085245899142606,33.23395892902337,7.3858051101873485,-16.910909518252893,-50.7941500279339,-37.07175177976839,-52.21347198128358,-25.94171019434286,-31.274424669873,-97.89887353909062,-88.690070016272,67.13847073633033,-81.48979374157875,-83.47119224099004,-36.526329351210805,-88.59615822581318,56.36420672434008,58.73016268582674,33.3333333261875,53.84615377917717
45,-81.83750949042073,-33.006089218964135,62.39042611466738,28.97134990115387,61.92862463832532,35.29180328587722,83.22379563653817,28.84199488280359,18.198030556972242,-3.4911149596792654,42.84098255948814,12.317455468643999,54.041792675421675,-11.14850195903535,-97.89887353909062,-82.45375348373632,49.19493747058644,-81.48979374157875,-79.92013690652465,-39.0034762546429,-82.41591375063106,39.59689436420172,58.73016268582674,50.00000001071882,53.84615377917717
46,-81.83750949042073,-29.57623960057628,62.314200787927916,28.879564677233873,99.71558205905299,39.64590165196324,99.82383631021392,28.84199488280359,18.585717614378552,-5.4096555946156855,74.36974790145135,4.656319291132235,59.29337365135984,-13.145896652615662,-97.89887353909062,-82.45375348373632,47.80199204828037,-81.48979374157875,-80.44780376536754,-35.10493112863908,-82.41591375063106,34.27966433483388,58.73016268582674,50.00000001071882,53.84615377917717
47,-81.83750949042073,-26.929290417978194,62.23797546118851,28.853340330611445,99.67495091512197,39.685245899486404,99.86448945573252,28.894422974144845,23.780724193786043,-8.208837878512938,88.83322561569096,8.356908018182182,72.95848225399965,-9.411637000363129,-97.89887353909062,-82.45375348373632,31.01175765893761,-81.48979374157875,-78.96463205977206,-23.064246185271976,-82.41591375063106,16.602619395036342,58.73016268582674,50.00000001071882,53.84615377917717
48,-81.83750949042073,-24.6551509928858,62.29895571258905,28.9057890238563,99.70203833701268,39.64590165196324,99.8780405190401,28.868208939211485,24.602620763617793,-6.243119980635967,88.52617971212348,8.127532694627888,75.11685455425001,-7.381676083249744,-97.89887353909062,-82.45375348373632,31.01175765893761,-81.48979374157875,-79.0216771242036,-22.101197382402518,-82.41591375063106,20.27291977338379,58.73016268582674,50.00000001071882,53.84615377917717
49,-81.83750949042073,-24.344476205144424,62.35993598896712,28.892676839803585,99.71558205905299,39.67213115747441,99.850938414627,28.80267384114083,26.55656354412487,-6.211668497773971,89.18875243189123,7.026531076427034,72.2985977338167,-8.315240991866489,-97.89887353909062,-82.45375348373632,31.01175765893761,-81.48979374157875,-78.80775812908047,-21.266898426482726,-82.41591375063106,20.27291977338379,58.73016268582674,50.00000001071882,53.84615377917717
50,-78.51176917104796,1.6652168445805131,62.34469091362823,28.918901207909016,99.76975690283433,39.724590168496746,99.7425299747726,28.82888787607419,27.79716213290655,-8.649158664345777,92.53393664797755,9.014450639095372,74.62194114721976,-8.608336950307645,-97.89887353909062,-78.49754299496922,34.801168270355475,-81.48979374157875,-75.42783799258284,-25.25299344503722,-78.5437704065779,24.7745275050183,58.73016268582674,50.00000001071882,53.84615377917717
51,-71.95140471102559,-23.511867773183134,62.29895571258905,28.866452493181157,99.76975690283433,39.59344261945367,99.79673418359877,28.881315945940884,28.60355120926276,-7.815694278325495,91.7905623983294,7.332364874571326,83.51663457692689,-7.077724711035728,-97.89887353909062,-72.51792713399405,-5.055043818788619,-81.48979374157875,-70.07986310048506,-25.0006437610476,-72.40908055431905,-17.935848161127055,58.73016268582674,50.00000001071882,53.84615377917717
52,-71.95140471102559,-23.90953149823448,62.268465586888766,28.9057890238563,99.74266948094368,39.71147540499757,99.89159156014563,28.81578084787023,28.494998831156394,-7.5798081439780844,93.79444085301793,2.500191154516884,87.55842727712502,-6.57837603319426,-97.89887353909062,-72.50282710787914,-5.055043818788619,-81.48979374157875,-70.15116941350024,-25.268443425827403,-72.40908055431905,-17.935848161127055,58.73016268582674,50.00000001071882,53.84615377917717
53,-71.95140471102559,-21.834223935667765,62.35993598896712,28.866452493181157,99.60723234930032,39.67213115747441,99.89159156014563,28.77645980620747,33.61246801940861,-9.089479475943662,97.15578539096654,6.8736142024088025,84.42397578936294,-6.990881454209372,-97.89887353909062,-72.50282710787914,-5.055043818788619,-81.48979374157875,-67.1420422191733,-24.068494923977383,-72.40908055431905,-17.763312678527484,58.73016268582674,50.00000001071882,53.84615377917717
54,-71.95140471102559,-23.288181922751733,62.20748533548823,28.84022814655873,99.74266948094368,39.685245899486404,99.75608103808014,28.77645980620747,29.890672253063585,-11.794307285489921,90.77246283588431,5.053903213687477,84.21776188666004,-6.556665223434052,-97.89887353909062,-72.33672667217576,0.15726802703854048,-81.48979374157875,-72.04791784907552,-36.55722931279117,-72.40908055431905,-18.500509749888707,58.73016268582674,50.00000001071882,53.84615377917717
55,-62.004555797553195,-19.920467253768123,62.405671165028764,28.97134990115387,99.68849463716234,39.659016393975236,99.850938414627,28.763352778003537,28.619058702738315,-9.07375372163014,93.16418875049771,6.109029757155895,86.03244431153217,-5.319148942603277,-97.89887353909062,-62.29520005303949,-15.045308173597434,-81.48979374157875,-62.77809470370731,-25.999742511781438,-62.326322993931925,-27.425299961087262,65.07936171092223,56.666658821217055,59.999992678232644
56,-24.601366740634404,-14.402883058500606,62.405671165028764,28.9057890238563,99.71558205905299,39.64590165196324,99.8780405190401,28.84199488280359,26.277428864824927,-10.394716156423812,92.95410472515005,2.4848994545881027,92.35633763558312,-4.0924880577598515,-97.89887353909062,-24.10719880356001,-27.92630870310964,-81.48979374157875,-25.27096405721811,-20.319299615372522,-24.364133318546166,-43.502470390827355,71.4285732106637,56.666658821217055,59.999992678232644
57,-24.601366740634404,-13.048341002679479,62.436161290729046,28.945125554531444,99.70203833701268,39.659016393975236,99.850938414627,28.85510191100755,29.332402894463684,-11.401163711067525,94.6509373027481,0.46639651711612373,91.9851525972035,-4.483282686800237,-97.89887353909062,-24.48469980279131,-22.669063126857836,-81.48979374157875,-19.66628636349556,-22.837646466453414,-24.63746108096474,-36.852011615927516,71.4285732106637,56.666658821217055,59.999992678232644
58,-24.601366740634404,-12.513980364506708,62.37518103932851,28.892676839803585,99.72912575890334,39.67213115747441,99.8780405190401,28.77645980620747,30.68155383594427,-11.228180542444093,91.37039432115691,3.0048168763579213,92.82375583456391,-5.069474603682551,-97.89887353909062,-24.575330241125172,-28.630270348883627,-81.48979374157875,-28.993154591987818,-35.0688811740245,-24.348978833815508,-40.17724100337744,71.4285732106637,56.666658821217055,59.999992678232644
59,-24.601366740634404,-10.662358632011319,62.34469091362823,28.853340330611445,99.71558205905299,39.69836066298558,99.75608103808014,28.84199488280359,28.38644645305004,-11.401163711067525,94.37621204290525,2.224940756230154,89.81303271545244,-4.635258355121735,-97.89887353909062,-24.016598572650864,-23.32809106674697,-81.48979374157875,-26.411865369214624,-23.239345965310676,-24.348978833815508,-40.17724100337744,84.1269837150839,70.00000261753186,72.30769463817586
60,-1.898253602105271,2.298993414016124,62.32944586326684,50.43597981362001,77.44971897935636,50.42622951290278,77.70851684452438,45.95976145519617,27.642087299781025,15.395502444203942,57.417582420855666,17.14962918869844,52.94198514178342,25.23881893404061,-97.89887353909062,-1.1702380071404974,-11.675278956163723,-81.48979374157875,-4.135767267086067,-18.403502004139774,-0.7668362310347732,-22.845267028779034,90.47619521482537,76.6666614280301,81.34147927842326
61,0.07593014582586477,-10.314402882771418,62.37518103932851,50.33108240564732,77.51743754517801,50.37377050188044,77.6407615723906,50.29818467689438,32.35636193715139,14.326151923836235,57.853910793413405,15.589876898335064,55.15534781308469,18.432479371685844,-97.89887353909062,1.6383694479218605,-16.722833823153536,-81.48979374157875,4.007415866273703,-30.717136613758644,1.0705337467958458,-28.53893810875516,99.99999999999997,96.66666405628072,90.76922342615265
62,0.07593014582586477,-10.674785625964176,62.35993598896712,50.42286762956732,77.46326267920671,50.413114749403576,77.57300630025688,50.363719774965034,26.184383954786625,17.282591596278365,57.659987089927995,17.287254387841813,54.715424799629375,17.585757702109944,-97.89887353909062,0.9739676803684034,-16.45323148968521,-81.48979374157875,-2.8807758122070766,-27.96704005251253,0.8123908462455915,-32.66410476408299,99.99999999999997,100.0,93.84614893097987
63,12.66514805815197,-4.076053180758322,74.81515359889227,61.13551433120429,77.5038938231377,61.15409836281995,77.62721050908306,60.98040501817505,42.327673102423944,29.23415632055503,53.76535230120189,31.355608225592334,53.918064329295134,27.008250098460408,-97.89887353909062,13.809001703712227,-12.199505729318702,-81.48979374157875,8.371363381739698,-35.42938072270164,13.628426080576219,-28.27229236992811,99.99999999999997,100.0,93.84614893097987
